Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Jisho_Level,JLPT_Additional_Difficulty
955.0,詳細,223945.0,0,1,N1,"['details', 'particulars', 'specifics']",N1,[]
956.0,開業,223910.0,0,0,,"['opening a business', 'opening a practice']",NaN,[]
957.0,夢,223900.0,1,1,N4,['dream'],N4,[]
958.0,電気,223689.0,0,1,N5,['electricity'],N5,[]
959.0,福島,223497.0,0,0,,"['Fukushima (city, prefecture)']",NaN,[]
960.0,環境,223287.0,1,1,N3,"['environment', 'surroundings', 'circumstances']",N3,[]
961.0,非,222877.0,0,1,N1,"['fault', 'error', 'mistake']",N1,[]
962.0,全体,222229.0,0,1,N3,"['whole', 'entirety']",N3,[]
963.0,高速,221888.0,0,1,N3,"['high-speed', 'rapid', 'express']",N3,[]
964.0,ネット,221684.0,0,0,,['network'],NaN,[]
965.0,段,221461.0,0,1,N3,"['step', 'stair', 'rung', '(flight of) steps']",N3,[]
966.0,国家,221461.0,0,1,N3,"['state', 'country', 'nation']",N3,[]
967.0,江戸,221201.0,0,0,,"['Edo (shogunate capital; former name of Tokyo)', 'Yedo']",NaN,[]
968.0,分割,220980.0,0,0,,"['partition', 'division', 'separation', 'segmenting', 'splitting']",NaN,[]
969.0,競走,220812.0,0,0,,"['race', 'run', 'dash', 'sprint']",NaN,[]
970.0,まま,220363.0,0,1,N3,"['as (it is)', 'remaining (in a state)', 'keeping (the same)', 'leaving (unchanged)']",NaN,[]
971.0,地名,220052.0,0,1,N2,"['place name', 'toponym']",N2,[]
972.0,盤,219834.0,0,0,,"['plate', 'dish', 'platter', 'disc']",N3,[]
973.0,大正,219735.0,0,0,,"['Taishō era (1912.7.30-1926.12.25)', 'Taisho era']",NaN,[]
974.0,国籍,219613.0,0,1,N2,"['nationality', 'citizenship']",N2,[]
975.0,採用,219458.0,0,1,N1,"['use', 'adoption', 'acceptance']",N1,[]
976.0,静岡,219237.0,0,0,,"['Shizuoka (city, prefecture)']",NaN,[]
977.0,長野,218979.0,0,0,,"['Nagano (city, prefecture)']",NaN,[]
978.0,図,218581.0,1,1,N3,"['drawing', 'picture', 'diagram', 'figure', 'illustration', 'chart', 'graph', 'map']",N3,[]
979.0,気,218247.0,1,1,N4,"['spirit', 'mind', 'heart']",N4,[]
980.0,通信,218066.0,0,1,N3,"['correspondence', 'communication', 'transmission', 'news', 'signal', 'telecommunications']",N3,[]
981.0,いただき,217889.0,0,0,,"['crown (of head)', 'summit (of mountain)', 'spire']",N1,[]
982.0,行動,217849.0,0,1,N3,"['action', 'conduct', 'behaviour', 'behavior', 'mobilization', 'mobilisation']",N3,[]
983.0,勝利,217650.0,0,1,N1,"['victory', 'triumph', 'win', 'conquest', 'success']",N1,[]
984.0,わけ,217634.0,0,0,,"['reason', 'cause', 'grounds']",N4,[]
985.0,発見,217131.0,1,1,N3,"['discovery', 'detection', 'finding']",N3,[]
986.0,初代,217028.0,0,0,,"['first generation', 'founder']",NaN,[]
987.0,スペイン,216932.0,1,0,,['Spain'],NaN,[]
988.0,社長,216222.0,0,1,N4,"['company president', 'manager', 'director']",N4,[]
989.0,種類,216177.0,0,1,N3,"['variety', 'kind', 'type', 'category']",N3,[]
990.0,能力,216096.0,0,1,N3,"['ability', 'faculty']",N3,[]
991.0,妻,215992.0,1,1,N4,['wife'],N4,[]
992.0,ほう,215572.0,0,0,,"['direction', 'way', 'side', 'area (in a particular direction)']",N3,[]
993.0,母,215394.0,1,0,,['mother'],NaN,[]
994.0,学園,215370.0,0,0,,"['educational institution', 'school', 'academy', 'campus']",NaN,[]
995.0,通,215300.0,1,1,N1,"['authority', 'expert', 'connoisseur', 'well-informed person']",N1,[]
996.0,英,215071.0,0,0,,"['United Kingdom', 'Britain']",NaN,[]
997.0,支援,214721.0,0,0,,"['support', 'backing', 'aid', 'assistance']",NaN,[]
998.0,登録,214272.0,0,1,N1,"['registration', 'accession', 'register', 'entry', 'record']",N1,[]
999.0,編成,213903.0,0,0,,"['composition', 'formation', 'organization', 'organisation', 'compilation']",NaN,[]
1000.0,共同,213607.0,0,1,N3,"['cooperation', 'collaboration', 'association', 'partnership', '(acting in) unison']",N3,[]
1001.0,港,213573.0,1,1,N4,"['harbour', 'harbor', 'port']",N4,[]
1002.0,経営,213508.0,0,1,N3,"['management', 'administration', 'operation', 'running (a business)', 'conducting']",N3,[]
1003.0,ものの,213418.0,0,1,N2,"['although', 'though', 'despite the fact that ...']",NaN,[]
1004.0,夜,213111.0,1,1,N5,"['evening', 'night']",N5,['N3']
1005.0,身長,213076.0,1,1,N3,"['height (of a person)', 'stature']",N3,[]
1006.0,対処,213004.0,0,1,N1,"['dealing with', 'coping with']",N1,[]
1007.0,統一,212662.0,0,1,N2,"['unity', 'consolidation', 'uniformity', 'unification', 'compatible']",N2,[]
1008.0,指導,212661.0,0,1,N3,"['guidance', 'leadership', 'instruction', 'direction', 'coaching']",N3,[]
1009.0,学会,212508.0,0,1,N2,"['learned society', 'scientific society', 'academy', 'academic meeting', 'academic conference']",N2,[]
1010.0,主演,211856.0,0,1,N1,"['starring (in a film, play, etc.)', 'playing the leading part']",N1,[]
1011.0,認め,211524.0,0,0,,"['approval', 'acceptance', 'recognition', 'acknowledgement']",NaN,[]
1012.0,コード,211519.0,0,0,,"['code', 'program']",N3,[]
1013.0,設計,211130.0,0,1,N3,"['plan', 'design', 'layout']",N3,[]
1014.0,定義,210687.0,1,1,N1,['definition'],N1,[]
1015.0,共和,210659.0,0,1,N1,['republicanism'],N1,[]
1016.0,連邦,210620.0,0,1,N1,"['federation (of states)', 'confederation', 'commonwealth', 'union']",N1,[]
1017.0,岡山,210364.0,0,0,,"['Okayama (city, prefecture)']",NaN,[]
1018.0,やめ,210288.0,0,0,,"['to resign', 'to retire', 'to quit', ""to leave (one's job, etc.)""]",N3,[]
1019.0,神戸,209715.0,0,0,,['Kobe (city)'],NaN,[]
1020.0,る,209423.0,1,0,,['verb-forming suffix'],NaN,[]
1021.0,基,209345.0,0,1,N3,"['origin', 'source', 'beginning']",N3,[]
1022.0,中村,209205.0,0,0,,['Nakamura'],NaN,[]
1023.0,陸軍,209135.0,0,0,,['army'],NaN,[]
1024.0,〈,208827.0,0,0,,['Hyōka'],NaN,[]
1025.0,太,208779.0,0,0,,"['fat', 'fatty']",NaN,[]
1026.0,といった,208627.0,0,0,,"['such ... as', 'or some such']",NaN,[]
1027.0,指揮,208445.0,0,1,N1,"['command', 'direction', 'supervision']",N1,[]
1028.0,検証,208376.0,0,0,,"['verification', 'inspection']",NaN,[]
1029.0,入り,207718.0,0,0,,"['entering', 'entrance', 'entry']",NaN,[]
1030.0,回戦,207334.0,0,0,,"['event with ... rounds, innings, legs, etc.']",NaN,[]
1031.0,国民,206906.0,0,1,N3,"['people (of a country)', 'nation', 'citizen', 'national']",N3,[]
1032.0,言う,206607.0,0,1,N5,"['to say', 'to utter', 'to declare']",N5,['N3']
1033.0,運転,206362.0,1,1,N4,"['operation (of a machine)', 'running', 'working']",N3,[]
1034.0,更新,206340.0,0,0,,"['renewal', 'update', 'replacement', 'renovation', 'breaking (a record)']",NaN,[]
1035.0,党,206279.0,0,1,N3,['party (political)'],N3,[]
1036.0,別名,206013.0,0,0,,"['another name', 'different name', 'synonym']",NaN,[]
1037.0,春,205819.0,1,1,N5,"['spring', 'springtime']",N5,[]
1038.0,エンジン,205562.0,1,0,,['engine'],N3,[]
1039.0,部隊,204516.0,0,0,,"['force', 'unit', 'corps', 'squad', 'troops', 'party']",NaN,[]
1040.0,加筆,204380.0,0,0,,"['improvement (to a piece of writing or painting)', 'revision', 'correction', 'touching up']",NaN,[]
1041.0,初めて,204262.0,0,1,N5,['for the first time'],N5,[]
1042.0,屋,204017.0,1,0,,"['shop', 'store', 'restaurant']",NaN,[]
1043.0,原,203890.0,1,1,N3,"['field', 'plain', 'prairie', 'tundra', 'moor', 'wilderness']",N3,[]
1044.0,思っ,203804.0,0,0,,"['unexpected', 'unforeseen', 'inconceivable']",NaN,[]
1045.0,デジタル,203730.0,0,0,,['digital'],NaN,[]
1046.0,大臣,203567.0,0,1,N3,['cabinet minister'],N3,[]
1047.0,兵庫,203159.0,0,0,,['Hyogo (prefecture)'],NaN,[]
1048.0,山田,203080.0,0,0,,['Yamada'],NaN,[]
1049.0,使う,203073.0,0,1,N5,"['to use (a tool, method, etc.)', 'to make use of', 'to put to use']",N5,[]
1050.0,衆議院,203058.0,0,1,N1,['House of Representatives (lower house of the National Diet of Japan)'],N1,[]
1051.0,観光,202746.0,0,1,N3,"['sightseeing', 'tourism']",N3,[]
1052.0,聖,202345.0,0,0,,"['Saint', 'St.', 'S.']",NaN,[]
1053.0,解除,202296.0,0,1,N1,"['termination (of a contract)', 'cancellation', 'rescinding', 'rescission']",N1,[]
1054.0,平,202109.0,0,0,,['something broad and flat'],NaN,[]
1055.0,最も,201727.0,0,1,N3,"['most', 'extremely']",N3,[]
1056.0,大統領,201428.0,1,1,N3,['president (of a country)'],N3,[]
1057.0,−,201162.0,0,0,,"['minus sign (-)', 'negative sign']",NaN,[]
1058.0,作家,200889.0,1,1,N3,"['author', 'writer', 'novelist', 'artist']",N3,[]
1059.0,賛成,200831.0,0,1,N3,"['approval', 'agreement', 'support', 'favour', 'favor']",N3,['N1']
1060.0,自治体,200829.0,0,0,,"['municipality', 'local government', 'self-governing body', 'autonomous body']",NaN,[]
1061.0,芸術,200748.0,1,1,N3,"['art', 'the arts']",N3,[]
1062.0,加え,200745.0,0,0,,"['to add', 'to add up', 'to sum up', 'to append', 'to annex']",N3,[]
1063.0,，,200591.0,0,0,,[],NaN,[]
1064.0,完成,200491.0,0,1,N3,"['completion', 'perfection', 'accomplishment']",N3,[]
1065.0,正式,200208.0,0,1,N3,"['formal', 'official', 'regular', 'proper', 'legal', 'due (formalities)']",N3,[]
1066.0,天,200182.0,0,1,N1,['sky'],NaN,[]
1067.0,時期,199932.0,0,1,N3,"['time', 'season', 'period', 'phase', 'stage']",N3,[]
1068.0,系列,199771.0,0,0,,"['series', 'sequence', 'system', 'succession']",NaN,[]
1069.0,族,199730.0,0,0,,"['tribe', 'clan', 'band', 'family']",NaN,[]
1070.0,男性,199538.0,1,1,N4,"['man', 'male']",N4,[]
1071.0,上記,199236.0,0,0,,"['above-mentioned', 'above-named', 'above']",NaN,[]
1072.0,形式,199205.0,0,1,N2,['form (as opposed to substance)'],N2,[]
1073.0,丸,199177.0,1,1,N3,['circle'],N3,[]
1074.0,いっ,199163.0,0,0,,"['agreement', 'accord', 'correspondence', 'consistency', 'coincidence', 'match']",N3,[]
1075.0,〉,199153.0,0,0,,[],NaN,[]
1076.0,類,199100.0,0,1,N1,"['kind', 'sort', 'type', 'class', 'genus', 'order', 'family']",NaN,[]
1077.0,高橋,198856.0,0,0,,['Takaba'],NaN,[]
1078.0,要,198679.0,0,0,,['pivot'],NaN,[]
1079.0,郎,198625.0,0,0,,['nth son'],NaN,[]
1080.0,非常,198512.0,0,1,N3,['emergency'],N3,[]
1081.0,誕生,198481.0,1,1,N3,"['birth', 'creation', 'formation']",N3,[]
1082.0,本人,198446.0,0,1,N3,"['the person in question', 'the person themselves', 'said person']",N3,[]
1083.0,岐阜,198292.0,0,0,,"['Gifu (city, prefecture)']",NaN,[]
1084.0,声優,198234.0,0,0,,"['voice actor or actress (radio, animation, etc.)']",NaN,[]
1085.0,あるいは,198046.0,0,0,,"['or', 'either ... or']",N3,['N1']
1086.0,週間,197877.0,1,1,N3,['week'],N3,[]
1087.0,プロデューサー,197599.0,0,0,,"['producer (film, TV, etc.)']",NaN,[]
1088.0,九,197525.0,1,1,N5,"['nine', '9']",N3,[]
1089.0,葉,196583.0,1,1,N4,"['leaf', 'blade (of grass)', '(pine) needle']",N4,[]
1090.0,しれ,196492.0,0,0,,"['order', 'directive', 'instructions', 'command']",N1,[]
1091.0,特徴,195671.0,0,1,N3,"['feature', 'trait', 'characteristic', 'peculiarity', 'distinction']",N3,[]
1092.0,少女,195660.0,1,1,N3,"['girl (usu. between 7 and 17)', 'young lady']",N3,['N1']
1093.0,付け,195651.0,0,0,,"['bill', 'bill of sale', 'payment invoice']",NaN,[]
1094.0,産業,194276.0,0,1,N4,['industry'],N4,[]
1095.0,方面,194259.0,0,1,N2,"['direction', 'district', 'area']",N2,[]
1096.0,信頼,194182.0,0,1,N3,"['trust (in)', 'confidence', 'faith', 'reliance']",N3,[]
1097.0,階,194080.0,1,1,N1,"['storey', 'story', 'floor']",N1,[]
1098.0,図書館,193698.0,0,1,N5,['library'],N5,[]
1099.0,観点,193452.0,0,1,N1,"['point of view', 'viewpoint', 'standpoint', 'perspective', 'angle']",N1,[]
1100.0,誰,193412.0,1,1,N5,['who'],N5,['N1']
1101.0,頭,193268.0,1,1,N5,['head'],N5,[]
1102.0,スペシャル,193250.0,0,0,,['special'],NaN,[]
1103.0,与え,192871.0,0,0,,"['gift', 'godsend']",NaN,[]
1104.0,ほとんど,192470.0,0,0,,"['almost', 'nearly', 'mostly', 'practically', 'virtually', 'basically', 'just about', 'all but']",N4,['N1']
1105.0,左,192329.0,1,1,N5,"['left', 'left-hand side']",N5,[]
1106.0,導入,192202.0,0,1,N1,"['introduction', 'bringing in', 'installation', 'setting up', 'importation']",N1,[]
1107.0,死亡,191958.0,0,1,N3,"['death', 'dying', 'mortality']",N3,[]
1108.0,アイドル,191840.0,0,0,,"['performer (usu. in a boy band or girl group) with an image cultivated to foster a dedicated fan following', 'Japanese idol']",NaN,[]
1109.0,当,191833.0,0,0,,"['or', 'otherwise']",NaN,[]
1110.0,｜,191566.0,0,0,,[],NaN,[]
1111.0,部門,191449.0,0,1,N1,"['division (of a larger group)', 'branch', 'field', 'class (subclass)', 'group', 'category', 'department']",N1,[]
1112.0,林,191163.0,1,1,N4,"['wood', 'woods', 'forest', 'grove', 'copse', 'thicket']",N4,[]
1113.0,歌手,190862.0,1,1,N3,['singer'],N3,[]
1114.0,沖縄,190626.0,0,0,,"['Okinawa (city, prefecture)']",NaN,[]
1115.0,子供,190422.0,1,1,N5,"['child', 'children']",N5,[]
1116.0,会長,190374.0,0,0,,"['president (of a society)', 'chairman']",NaN,[]
1117.0,姿,190282.0,1,1,N3,"['figure', 'form', 'shape']",N3,[]
1118.0,述べ,189965.0,0,0,,"['to state', 'to express', 'to say', 'to tell', 'to mention']",N3,[]
1119.0,王国,189763.0,0,0,,"['kingdom', 'monarchy']",NaN,[]
1120.0,ひ,189685.0,0,0,,"['fire', 'flame', 'blaze']",N4,[]
1121.0,結婚,189660.0,1,1,N5,['marriage'],N5,[]
1122.0,疑問,189178.0,0,1,N3,"['doubt', 'question', 'suspicion', 'dubiousness']",N3,[]
1123.0,決勝,189137.0,0,1,N1,"['decision of a contest', 'finals (in sports)']",N1,[]
1124.0,専用,188836.0,0,1,N1,"[""(one's) exclusive use"", 'private use', 'personal use']",N1,[]
1125.0,演出,188543.0,0,1,N1,"['direction (of a play, film, etc.)', 'production']",N1,[]
1126.0,事故,188516.0,1,1,N4,"['accident', 'incident', 'trouble']",N4,[]
1127.0,門,188483.0,1,1,N5,['door (esp. Japanese-style)'],N5,[]
1128.0,ロック,188249.0,1,0,,['lock'],NaN,[]
1129.0,言わ,188153.0,0,0,,"['so to speak', 'so to call it', 'as it were']",N3,[]
1130.0,医療,188095.0,0,1,N3,"['medical treatment', 'medical care']",N3,[]
1131.0,オリコン,188065.0,0,0,,['original content'],NaN,[]
1132.0,熊本,187744.0,0,0,,"['Kumamoto (city, prefecture)']",NaN,[]
1133.0,リスト,187606.0,0,0,,['list'],NaN,[]
1134.0,異なる,187277.0,0,1,N3,"['to differ', 'to be different', 'to disagree', 'to vary', 'to diverge']",N3,[]
1135.0,座,187174.0,1,0,,"['seat', 'place']",NaN,[]
1136.0,感じ,187025.0,0,1,N3,"['feeling', 'sense', 'impression']",N3,[]
1137.0,経歴,186970.0,0,1,N1,"['personal history', 'background', 'career']",N1,[]
1138.0,内閣,186761.0,0,1,N1,"['cabinet (of a government)', 'ministry']",N1,[]
1139.0,カード,186570.0,1,0,,"['card (information, filing, etc.)']",N3,[]
1140.0,搭載,186558.0,0,0,,"['loading (on a ship)', 'equipping (an aircraft, car, etc.) with', 'being equipped with']",NaN,[]
1141.0,中立,186428.0,0,1,N1,['neutrality'],N1,[]
1142.0,周辺,186393.0,0,1,N2,"['circumference', 'outskirts', 'environs', 'around', 'in the area of', 'in the vicinity of']",N2,[]
1143.0,作戦,186335.0,0,1,N1,"['tactics', 'strategy']",N1,[]
1144.0,連盟,186262.0,0,1,N1,"['league', 'federation', 'union']",N1,[]
1145.0,教会,186239.0,0,1,N4,"['church', 'congregation']",N4,[]
1146.0,再び,185729.0,1,1,N3,"['again', 'once more', 'a second time']",N3,[]
1147.0,ファン,185659.0,0,0,,"['fan', 'enthusiast', 'lover (of)']",N1,[]
1148.0,自然,185558.0,1,1,N3,['nature'],N3,[]
1149.0,選出,185210.0,0,0,,"['election', 'selection', 'choice']",NaN,[]
1150.0,オリジナル,185165.0,0,0,,['original'],NaN,[]
1151.0,大きな,185160.0,0,1,N5,"['big', 'large', 'great']",N5,[]
1152.0,市町村,185140.0,0,0,,"['cities, towns and villages', 'municipalities']",NaN,[]
1153.0,マーク,185029.0,0,0,,"['mark', 'sign', 'symbol', 'emblem', 'logo', 'label', 'brand']",N1,[]
1154.0,ニューヨーク,184977.0,1,0,,['New York'],NaN,[]
1155.0,今回,184709.0,1,1,N3,"['this time', 'now']",N3,[]
1156.0,ケース,184181.0,0,0,,['case (container)'],N3,[]
1157.0,堂,183932.0,0,0,,"['temple', 'shrine', 'chapel']",NaN,[]
1158.0,日本テレビ,183837.0,0,0,,['Nippon Television Network'],NaN,[]
1159.0,テレビ朝日,183748.0,0,0,,['TV Asahi'],NaN,[]
1160.0,ルール,183510.0,1,0,,['rule'],N1,[]
1161.0,制度,183425.0,1,1,N3,"['system', 'institution', 'organization', 'organisation']",N3,[]
1162.0,本名,183393.0,0,1,N1,['real name'],N1,[]
1163.0,世帯,182753.0,0,1,N1,"['household', 'home', 'family', 'housekeeping']",N1,[]
1164.0,里,182218.0,0,0,,"['Japanese league', 'ri', 'old Japanese unit of distance, approx. 3.927 km or 2.44 miles']",NaN,[]
1165.0,地理,182217.0,0,1,N4,['geography'],N4,[]
1166.0,始め,182163.0,0,1,N1,"['beginning', 'start', 'outset', 'opening']",N5,['N1']
1167.0,ホーム,182147.0,1,0,,['platform'],N3,[]
1168.0,不,181973.0,1,1,N3,"['un-', 'non-']",N3,[]
1169.0,製,181832.0,1,1,N1,"['make', 'manufacture', '-made', 'made of ...', 'made in ...']",N1,[]
1170.0,鹿児島,181604.0,0,0,,"['Kagoshima (city, prefecture)']",NaN,[]
1171.0,連絡,181604.0,0,1,N4,"['contacting', '(making) contact', 'getting in touch', 'communication', 'correspondence', 'call', 'message']",N4,[]
1172.0,見る,181257.0,0,1,N3,"['to see', 'to look', 'to watch', 'to view', 'to observe']",N5,[]
1173.0,言っ,181160.0,0,0,,"['in a manner of speaking', 'as it were', 'so to speak', 'if you like', 'per se']",NaN,[]
1174.0,出し,181099.0,0,0,,"['dashi', 'Japanese soup stock made from fish and kelp']",NaN,[]
1175.0,龍,181085.0,0,0,,['dragon (esp. a Chinese dragon)'],NaN,[]
1176.0,程度,180970.0,0,1,N3,"['degree', 'amount', 'grade', 'standard', 'of the order of (following a number)', 'about', 'approximately']",N3,[]
1177.0,明,180941.0,0,0,,['vidya (wisdom)'],NaN,[]
1178.0,いずれ,180906.0,0,0,,"['which', 'where', 'who']",N3,['N1']
1179.0,基準,180901.0,0,1,N2,"['standard', 'criterion', 'norm', 'benchmark', 'measure', 'gauge', 'basis']",N2,[]
1180.0,理事,180878.0,0,0,,"['director', 'trustee']",NaN,[]
1181.0,ポジション,180511.0,0,0,,['position'],N1,[]
1182.0,ガン,180457.0,0,0,,['gun'],NaN,[]
1183.0,そこ,180409.0,1,1,N3,['there (place relatively near listener)'],N5,['N1']
1184.0,合意,180259.0,0,1,N1,"['(coming to an) agreement', 'consent', 'mutual understanding', 'accord', 'consensus']",N1,[]
1185.0,運用,180195.0,0,1,N1,"['making use of', 'application', 'practical use', 'effective management (e.g. of funds)']",N1,[]
1186.0,ユーザー,180085.0,0,0,,['user'],NaN,[]
1187.0,多数,179956.0,0,0,,"['large number (of)', 'many']",NaN,[]
1188.0,札幌,179951.0,1,0,,['Sapporo (city in Hokkaido)'],NaN,[]
1189.0,君,179894.0,1,1,N4,"['you', 'buddy', 'pal']",N4,[]
1190.0,周年,179824.0,0,0,,"['whole year', 'entire year']",NaN,[]
1191.0,区間,179659.0,0,1,N1,"['section (of track, etc.)', 'segment', 'dimension']",N1,[]
1192.0,地球,179273.0,0,1,N3,"['Earth', 'the globe']",N3,[]
1193.0,レース,179165.0,0,0,,['race'],N1,[]
1194.0,口,179091.0,1,1,N5,['mouth'],N5,[]
1195.0,く,178905.0,1,0,,"['section (i.e. of text)', 'sentence', 'passage', 'paragraph']",N3,[]
1196.0,ベスト,178784.0,0,0,,['best'],N1,[]
1197.0,入力,178563.0,0,0,,"['input', '(data) entry']",NaN,[]
1198.0,普通,178553.0,0,1,N4,"['normal', 'ordinary', 'regular', 'usual', 'common', 'average']",N4,[]
1199.0,候補,178449.0,0,1,N3,"['candidate', 'contender', 'prospect', 'pick', 'choice', 'list']",N3,[]
1200.0,よい,178300.0,0,0,,"['good', 'excellent', 'fine', 'nice', 'pleasant', 'agreeable']",N5,"['N1', 'N3']"
1201.0,計,178249.0,1,1,N3,['plan'],NaN,[]
1202.0,ビル,178155.0,0,0,,"['multi-floor building', 'multi-storey building']",N4,[]
1203.0,秋田,177968.0,0,0,,"['Akita (city, prefecture)']",NaN,[]
1204.0,長崎,177649.0,0,0,,"['Nagasaki (city, prefecture)']",NaN,[]
1205.0,組合,177487.0,0,1,N3,"['association', 'union', 'guild']",N3,[]
1206.0,死去,177320.0,0,0,,"['death', 'decease', 'passing away']",NaN,[]
1207.0,事項,176990.0,0,1,N1,"['matter', 'item', 'facts']",N1,[]
1208.0,オープン,176925.0,0,0,,"['opening (a new store, golf course, runway, etc.)']",N1,[]
1209.0,愛称,176803.0,0,0,,"['pet name', 'nickname', 'affectionate name', 'term of endearment']",NaN,[]
1210.0,アナウンサー,176763.0,0,0,,"['announcer', 'presenter', 'broadcaster', 'reporter']",N4,[]
1211.0,含ま,176709.0,0,0,,"['to soak', 'to saturate', 'to suckle', 'to make one hold something in the mouth', 'to include', 'to instruct', 'to make one understand']",NaN,[]
1212.0,台湾,176482.0,0,0,,['Taiwan'],NaN,[]
1213.0,生物,176248.0,0,1,N3,"['living thing', 'organism', 'creature', 'life']",N3,[]
1214.0,方式,175798.0,0,1,N1,"['form', 'method', 'system', 'formula']",N1,[]
1215.0,個,175734.0,1,1,N1,['counter for (small) things or pieces'],NaN,[]
1216.0,路,175598.0,0,0,,"['road', 'path', 'street', 'lane', 'passage']",N5,[]
1217.0,各国,175401.0,0,0,,"['each country', 'every country', 'various countries', 'all countries']",NaN,[]
1218.0,辞典,175360.0,0,1,N4,"['dictionary', 'lexicon']",N4,[]
1219.0,労働,175283.0,1,1,N3,"['manual labor', 'manual labour', 'toil', 'work']",N3,[]
1220.0,動物,175151.0,1,1,N5,['animal'],N5,[]
1221.0,地図,175031.0,1,1,N5,"['map', 'atlas', 'chart', 'plan']",N5,[]
1222.0,大戦,175029.0,0,1,N3,"['great war', 'great battle']",N3,[]
1223.0,１,174994.0,0,0,,"['one', '1']",N5,[]
1224.0,吉田,174627.0,0,0,,['Yoshida'],NaN,[]
1225.0,系統,174540.0,0,1,N2,['system'],N2,[]
1226.0,かつ,174480.0,0,0,,"['to win', 'to gain victory']",N4,[]
1227.0,移籍,173997.0,0,0,,"[""transfer (of one's name into another family register)""]",NaN,[]
1228.0,弾,173808.0,0,1,N3,"['ball', 'sphere', 'globe', 'orb']",N3,[]
1229.0,為,173640.0,0,1,N4,"['good', 'advantage', 'benefit', 'welfare']",N4,[]
1230.0,小林,173529.0,0,0,,['Kobayashi'],NaN,[]
1231.0,分野,173245.0,0,1,N3,"['field', 'sphere', 'realm', 'division', 'branch']",N3,[]
1232.0,のち,173155.0,0,0,,"['later', 'afterwards']",N3,[]
1233.0,成立,173139.0,0,1,N2,"['formation', 'establishment', 'materialization', 'coming into existence']",N2,[]
1234.0,再度,173139.0,0,0,,"['a second time', 'again', 'once more', 'twice']",NaN,[]
1235.0,美術,173125.0,1,1,N1,"['art', 'fine arts']",N1,[]
1236.0,好き,172965.0,0,1,N5,"['liking', 'being fond of', ""to one's liking"", ""to one's taste"", 'preferred', 'favourite']",N5,[]
1237.0,恋,172925.0,1,1,N3,['(romantic) love'],N3,[]
1238.0,山本,172874.0,0,0,,"['foot of a mountain', 'base of a mountain']",NaN,[]
1239.0,テスト,172661.0,1,0,,"['test (of ability, knowledge, etc.)', 'exam', 'examination', 'quiz']",N5,[]
1240.0,課,172613.0,1,1,N3,['lesson'],N3,[]
1241.0,市民,172482.0,0,1,N4,"['citizen (of a country)', 'citizenry']",N4,[]
1242.0,本部,172194.0,0,1,N2,"['headquarters', 'head office', 'main office']",N2,[]
1243.0,博士,172110.0,0,1,N3,"['expert', 'learned person']",N3,[]
1244.0,品,172043.0,1,1,N3,"['article', 'item', 'thing', 'goods', 'stock']",N3,[]
1245.0,ローマ,171998.0,0,0,,['Rome'],NaN,[]
1246.0,整備,171936.0,0,1,N2,"['maintenance', 'servicing']",N2,[]
1247.0,杯,171892.0,1,1,N1,"['sake cup', 'cup for alcoholic beverages']",NaN,[]
1248.0,来,171648.0,1,1,N3,"['next (year, spring, etc.)', 'coming']",N3,[]
1249.0,記,171357.0,0,0,,"['account', 'history', 'chronicle', 'annals', 'record']",NaN,[]
1250.0,血液,171231.0,0,1,N2,['blood'],N2,[]
1251.0,石川,171171.0,0,0,,['Ishikawa (prefecture)'],NaN,[]
1252.0,博物館,170283.0,0,1,N3,['museum'],N3,[]
1253.0,存続,169971.0,0,1,N1,"['continuance', 'survival', 'persistence', 'retention', 'duration']",N1,[]
1254.0,属,169761.0,0,0,,['genus'],NaN,[]
1255.0,メイン,169686.0,0,0,,"['main', 'principal']",NaN,[]
1256.0,コミュニティ,169664.0,0,0,,['community'],NaN,[]
1257.0,九州,169650.0,0,0,,['Kyūshū (southernmost of the four main islands of Japan)'],NaN,[]
1258.0,引退,169615.0,0,1,N3,['retirement'],N3,[]
1259.0,ソフト,169559.0,0,0,,['soft'],N4,[]
1260.0,もと,169521.0,0,0,,"['origin', 'source', 'beginning']",N3,[]
1261.0,説,169434.0,0,1,N3,"['theory', 'doctrine']",N3,[]
1262.0,中継,169342.0,0,1,N1,"['relay', 'hook-up']",N1,[]
1263.0,ゲスト,169265.0,0,0,,['guest'],N1,[]
1264.0,古い,169227.0,1,1,N5,"['old', 'aged', 'ancient', 'antiquated', 'antique', 'timeworn']",N5,[]
1265.0,レコード,169136.0,0,0,,['record (e.g. LP)'],N5,[]
1266.0,展開,168964.0,0,1,N2,"['development', 'evolution', 'progression', 'unfolding', '(plot) twist']",N2,[]
1267.0,ただ,168858.0,0,0,,"['ordinary', 'common', 'usual']",N3,['N2']
1268.0,全日本,168789.0,0,0,,['all-Japan'],NaN,[]
1269.0,ステージ,168720.0,1,0,,['stage (platform)'],N2,[]
1270.0,仙台,168505.0,0,0,,['Sendai (city in Miyagi)'],NaN,[]
1271.0,期限,168383.0,0,1,N2,"['term', 'period', 'time frame']",N2,[]
1272.0,赤,168231.0,1,1,N5,"['red', 'crimson', 'scarlet']",N5,[]
1273.0,工業,168083.0,0,1,N4,['(manufacturing) industry'],N4,[]
1274.0,ふ,167982.0,1,0,,"['negative', 'minus']",NaN,[]
